index,date,months,customer,style,SKU,size,PCS,rate,gross_amount
2805,2021-08-25,Aug-21,BINCY SKARIA,J0236,J0236-SKD-L,L,1,1366,1339
2806,2021-08-25,Aug-21,BINCY SKARIA,J0236,J0236-SKD-S,S,1,1366,1339
2807,2021-08-25,Aug-21,BINCY SKARIA,J0236,J0236-SKD-XL,XL,1,1366,1339
2808,2021-08-25,Aug-21,BINCY SKARIA,J0236,J0236-SKD-XS,XS,1,1366,1339
2809,2021-08-25,Aug-21,BINCY SKARIA,J0236,J0236-SKD-XXL,XXL,1,1366,1339
2810,2021-08-25,Aug-21,BINCY SKARIA,JNE1234,NULL,Free,1,409,401
2811,2021-08-25,Aug-21,BINCY SKARIA,JNE1234,NULL,Free,1,409,401
2812,2021-08-25,Aug-21,BINCY SKARIA,JNE1234,NULL,Free,1,409,401
2813,2021-08-25,Aug-21,BINCY SKARIA,JNE1234,JNE1234-MULTI-KR-032-XS,XS,1,409,401
2814,2021-08-25,Aug-21,BINCY SKARIA,JNE1408,NULL,Free,1,469,460
2815,2021-08-25,Aug-21,BINCY SKARIA,JNE1408,NULL,Free,1,469,460
2816,2021-08-25,Aug-21,BINCY SKARIA,JNE1408,KURTI,Free,1,469,460
2817,2021-08-25,Aug-21,BINCY SKARIA,JNE1408,JNE1408-GREY-KR-UDF19-XS,XS,1,469,460
2818,2021-08-25,Aug-21,BINCY SKARIA,JNE1525,KURTI,Free,1,469,460
2819,2021-08-25,Aug-21,BINCY SKARIA,JNE1525,KURTI,Free,1,469,460
2820,2021-08-25,Aug-21,BINCY SKARIA,JNE1525,KURTI,Free,1,469,460
2821,2021-08-25,Aug-21,BINCY SKARIA,JNE1525,JNE1525-KR-UDF19BLACK-XS,XS,1,469,460
2822,2021-08-25,Aug-21,BINCY SKARIA,JNE1998,JNE1998-KR-311-L,L,1,409,401
2823,2021-08-25,Aug-21,BINCY SKARIA,JNE1998,JNE1998-KR-311-M,M,1,409,401
2824,2021-08-25,Aug-21,BINCY SKARIA,JNE1998,JNE1998-KR-311-S,S,1,409,401
2825,2021-08-25,Aug-21,BINCY SKARIA,JNE1998,JNE1998-KR-311-XL,XL,1,409,401
2826,2021-08-25,Aug-21,BINCY SKARIA,JNE1998,JNE1998-KR-311-XS,XS,1,409,401
2827,2021-08-25,Aug-21,BINCY SKARIA,JNE2014,JNE2014-KR-178-L,L,1,431,422
2828,2021-08-25,Aug-21,BINCY SKARIA,JNE2014,JNE2014-KR-178-M,M,1,431,422
2829,2021-08-25,Aug-21,BINCY SKARIA,JNE2014,JNE2014-KR-178-S,S,1,431,422
2830,2021-08-25,Aug-21,BINCY SKARIA,JNE2014,JNE2014-KR-178-XL,XL,1,431,422
2831,2021-08-25,Aug-21,BINCY SKARIA,JNE2014,JNE2014-KR-178-XS,XS,1,431,422
2832,2021-08-25,Aug-21,BINCY SKARIA,JNE2014,JNE2014-KR-178-XXL,XXL,1,431,422
2833,2021-08-25,Aug-21,BINCY SKARIA,JNE2199,JNE2199-KR-411-L,L,1,431,422
2834,2021-08-25,Aug-21,BINCY SKARIA,JNE2199,JNE2199-KR-411-M,M,1,431,422
2835,2021-08-25,Aug-21,BINCY SKARIA,JNE2199,JNE2199-KR-411-S,S,1,431,422
2836,2021-08-25,Aug-21,BINCY SKARIA,JNE2199,JNE2199-KR-411-XL,XL,1,431,422
2837,2021-08-25,Aug-21,BINCY SKARIA,JNE2199,JNE2199-KR-411-XS,XS,1,431,422
2838,2021-08-25,Aug-21,BINCY SKARIA,JNE2266,JNE2266-KR-490-L,L,1,528,517
2839,2021-08-25,Aug-21,BINCY SKARIA,JNE2266,JNE2266-KR-490-M,M,1,528,517
2840,2021-08-25,Aug-21,BINCY SKARIA,JNE2266,JNE2266-KR-490-XL,XL,1,528,517
2841,2021-08-25,Aug-21,BINCY SKARIA,JNE2266,JNE2266-KR-490-XXL,XXL,1,528,517
2842,2021-08-25,Aug-21,BINCY SKARIA,JNE3042,JNE3042-KR-L,L,1,409,401
2843,2021-08-25,Aug-21,BINCY SKARIA,JNE3042,JNE3042-KR-M,M,1,409,401
2844,2021-08-25,Aug-21,BINCY SKARIA,JNE3042,JNE3042-KR-S,S,1,409,401
2845,2021-08-25,Aug-21,BINCY SKARIA,JNE3042,JNE3042-KR-XL,XL,1,409,401
2846,2021-08-25,Aug-21,BINCY SKARIA,JNE3042,JNE3042-KR-XS,XS,1,409,401
2847,2021-08-25,Aug-21,BINCY SKARIA,JNE3373,JNE3373-KR-L,L,1,494,484
2848,2021-08-25,Aug-21,BINCY SKARIA,JNE3373,JNE3373-KR-M,M,1,494,484
2849,2021-08-25,Aug-21,BINCY SKARIA,JNE3373,JNE3373-KR-S,S,1,494,484
2850,2021-08-25,Aug-21,BINCY SKARIA,JNE3373,JNE3373-KR-XS,XS,1,494,484
2851,2021-08-25,Aug-21,BINCY SKARIA,JNE3404,JNE3404-KR-L,L,1,450,441
2852,2021-08-25,Aug-21,BINCY SKARIA,JNE3404,JNE3404-KR-M,M,1,450,441
2853,2021-08-25,Aug-21,BINCY SKARIA,JNE3404,JNE3404-KR-XL,XL,1,450,441
2854,2021-08-25,Aug-21,BINCY SKARIA,JNE3404,JNE3404-KR-XXL,XXL,1,450,441
2855,2021-08-25,Aug-21,BINCY SKARIA,JNE3404,JNE3404-KR-XXXL,XXXL,1,450,441
2856,2021-08-25,Aug-21,BINCY SKARIA,JNE3463,JNE3463-KR-M,M,1,681,667
2857,2021-08-25,Aug-21,BINCY SKARIA,JNE3463,JNE3463-KR-S,S,1,681,667
2858,2021-08-25,Aug-21,BINCY SKARIA,JNE3463,JNE3463-KR-XS,XS,1,681,667
2859,2021-08-25,Aug-21,BINCY SKARIA,JNE3489,JNE3489-KR-L,L,1,431,422
2860,2021-08-25,Aug-21,BINCY SKARIA,JNE3489,JNE3489-KR-M,M,1,431,422
2861,2021-08-25,Aug-21,BINCY SKARIA,JNE3489,JNE3489-KR-S,S,1,431,422
2862,2021-08-25,Aug-21,BINCY SKARIA,JNE3489,JNE3489-KR-XL,XL,1,431,422
2863,2021-08-25,Aug-21,BINCY SKARIA,JNE3489,JNE3489-KR-XS,XS,1,431,422
2864,2021-08-25,Aug-21,BINCY SKARIA,JNE3507,JNE3507-KR-L,L,1,306,300
2865,2021-08-25,Aug-21,BINCY SKARIA,JNE3507,JNE3507-KR-M,M,1,306,300
2866,2021-08-25,Aug-21,BINCY SKARIA,JNE3507,JNE3507-KR-S,S,1,306,300
2867,2021-08-25,Aug-21,BINCY SKARIA,JNE3507,JNE3507-KR-XL,XL,1,306,300
2868,2021-08-25,Aug-21,BINCY SKARIA,JNE3507,JNE3507-KR-XS,XS,1,306,300
2869,2021-08-25,Aug-21,BINCY SKARIA,JNE3537,JNE3537-KR-L,L,1,481,471
2870,2021-08-25,Aug-21,BINCY SKARIA,JNE3537,JNE3537-KR-M,M,1,481,471
2871,2021-08-25,Aug-21,BINCY SKARIA,JNE3537,JNE3537-KR-XL,XL,1,481,471
2872,2021-08-25,Aug-21,BINCY SKARIA,JNE3537,JNE3537-KR-XXL,XXL,1,481,471
2873,2021-08-25,Aug-21,BINCY SKARIA,JNE3547,JNE3547-KR-L,L,1,450,441
2874,2021-08-25,Aug-21,BINCY SKARIA,JNE3547,JNE3547-KR-M,M,1,450,441
2875,2021-08-25,Aug-21,BINCY SKARIA,JNE3547,JNE3547-KR-XL,XL,1,450,441
2876,2021-08-25,Aug-21,BINCY SKARIA,JNE3547,JNE3547-KR-XXL,XXL,1,450,441
2877,2021-08-25,Aug-21,BINCY SKARIA,JNE3547,JNE3547-KR-XXXL,XXXL,1,450,441
2878,2021-08-25,Aug-21,BINCY SKARIA,JNE3567,JNE3567-KR-L,L,1,431,422
2879,2021-08-25,Aug-21,BINCY SKARIA,JNE3567,JNE3567-KR-M,M,1,431,422
2880,2021-08-25,Aug-21,BINCY SKARIA,JNE3567,JNE3567-KR-XL,XL,1,431,422
2881,2021-08-25,Aug-21,BINCY SKARIA,JNE3567,JNE3567-KR-XXL,XXL,1,431,422
2882,2021-08-25,Aug-21,BINCY SKARIA,JNE3571,JNE3571-KR-L,L,1,431,422
2883,2021-08-25,Aug-21,BINCY SKARIA,JNE3571,JNE3571-KR-M,M,1,431,422
2884,2021-08-25,Aug-21,BINCY SKARIA,JNE3571,JNE3571-KR-XL,XL,1,431,422
2885,2021-08-25,Aug-21,BINCY SKARIA,JNE3571,JNE3571-KR-XXL,XXL,1,431,422
2886,2021-08-25,Aug-21,BINCY SKARIA,JNE3571,JNE3571-KR-XXXL,XXXL,1,431,422
2887,2021-08-25,Aug-21,BINCY SKARIA,JNE3614,JNE3614-KR-L,L,1,538,527
2888,2021-08-25,Aug-21,BINCY SKARIA,JNE3614,JNE3614-KR-M,M,1,538,527
2889,2021-08-25,Aug-21,BINCY SKARIA,JNE3614,JNE3614-KR-S,S,1,538,527
2890,2021-08-25,Aug-21,BINCY SKARIA,JNE3614,JNE3614-KR-XS,XS,1,538,527
2891,2021-08-25,Aug-21,BINCY SKARIA,JNE3637,JNE3637-KR-L,L,1,681,667
2892,2021-08-25,Aug-21,BINCY SKARIA,JNE3637,JNE3637-KR-M,M,1,681,667
2893,2021-08-25,Aug-21,BINCY SKARIA,JNE3637,JNE3637-KR-S,S,1,681,667
2894,2021-08-25,Aug-21,BINCY SKARIA,JNE3637,JNE3637-KR-XL,XL,1,681,667
2895,2021-08-25,Aug-21,BINCY SKARIA,JNE3637,JNE3637-KR-XXL,XXL,1,681.25,668
2896,2021-08-25,Aug-21,BINCY SKARIA,JNE3678,JNE3678-TU-L,L,1,431.25,423
2897,2021-08-25,Aug-21,BINCY SKARIA,JNE3678,JNE3678-TU-XL,XL,1,431.25,423
2898,2021-08-25,Aug-21,BINCY SKARIA,JNE3678,JNE3678-TU-XXL,XXL,1,431.25,423
2899,2021-08-25,Aug-21,BINCY SKARIA,JNE3710,JNE3710-DR-L,L,1,618.75,606
2900,2021-08-25,Aug-21,BINCY SKARIA,JNE3710,JNE3710-DR-M,M,1,618.75,606
2901,2021-08-25,Aug-21,BINCY SKARIA,JNE3710,JNE3710-DR-S,S,1,618.75,606
2902,2021-08-25,Aug-21,BINCY SKARIA,JNE3710,JNE3710-DR-XS,XS,1,618.75,606
2903,2021-08-25,Aug-21,BINCY SKARIA,JNE3739,JNE3739-KR-L,L,1,537.5,527
2904,2021-08-25,Aug-21,BINCY SKARIA,JNE3739,JNE3739-KR-M,M,1,537.5,527
2905,2021-08-25,Aug-21,BINCY SKARIA,JNE3739,JNE3739-KR-S,S,1,537.5,527
2906,2021-08-25,Aug-21,BINCY SKARIA,JNE3739,JNE3739-KR-XL,XL,1,537.5,527
2907,2021-08-25,Aug-21,BINCY SKARIA,JNE3739,JNE3739-KR-XS,XS,1,537.5,527
2908,2021-08-25,Aug-21,BINCY SKARIA,JNE3739,JNE3739-KR-XXL,XXL,1,537.5,527
2909,2021-08-25,Aug-21,BINCY SKARIA,JNE3739,JNE3739-KR-XXXL,XXXL,1,537.5,527
2910,2021-08-25,Aug-21,BINCY SKARIA,MEN5015,MEN5015-KR-L,L,1,523.75,513
2911,2021-08-25,Aug-21,BINCY SKARIA,MEN5015,MEN5015-KR-M,M,1,523.75,513
2912,2021-08-25,Aug-21,BINCY SKARIA,MEN5015,MEN5015-KR-S,S,1,523.75,513
2913,2021-08-25,Aug-21,BINCY SKARIA,MEN5023,MEN5023-KR-L,L,1,648.75,636
2914,2021-08-25,Aug-21,BINCY SKARIA,MEN5023,MEN5023-KR-M,M,1,648.75,636
2915,2021-08-25,Aug-21,BINCY SKARIA,MEN5023,MEN5023-KR-XL,XL,1,648.75,636
2916,2021-08-25,Aug-21,BINCY SKARIA,SET062,SET062-KR-SP-L,L,1,883.75,866
2917,2021-08-25,Aug-21,BINCY SKARIA,SET062,SET062-KR-SP-M,M,1,883.75,866
2918,2021-08-25,Aug-21,BINCY SKARIA,SET062,SET062-KR-SP-XL,XL,1,883.75,866
2919,2021-08-25,Aug-21,BINCY SKARIA,SET203,SET203-KR-DPT-L,L,1,531.25,521
2920,2021-08-25,Aug-21,BINCY SKARIA,SET203,SET203-KR-DPT-M,M,1,531.25,521
2921,2021-08-25,Aug-21,BINCY SKARIA,SET203,SET203-KR-DPT-S,S,1,531.25,521
2922,2021-08-25,Aug-21,BINCY SKARIA,SET203,SET203-KR-DPT-XS,XS,1,531.25,521
2923,2021-08-25,Aug-21,BINCY SKARIA,SET242,SET242-KR-PP-L,L,1,763.33,748
2924,2021-08-25,Aug-21,BINCY SKARIA,SET242,SET242-KR-PP-M,M,1,763.33,748
2925,2021-08-25,Aug-21,BINCY SKARIA,SET242,SET242-KR-PP-S,S,1,763.33,748
2926,2021-08-25,Aug-21,BINCY SKARIA,SET242,SET242-KR-PP-XL,XL,1,763.33,748
2927,2021-08-25,Aug-21,BINCY SKARIA,SET242,SET242-KR-PP-XXL,XXL,1,763.33,748
2928,2021-08-25,Aug-21,BINCY SKARIA,SET242,SET242-KR-PP-XXXL,XXXL,1,763.33,748
2929,2021-08-25,Aug-21,BINCY SKARIA,SET266,SET266-KR-NP-L,L,1,931.25,913
2930,2021-08-25,Aug-21,BINCY SKARIA,SET266,SET266-KR-NP-M,M,1,931.25,913
2931,2021-08-25,Aug-21,BINCY SKARIA,SET266,SET266-KR-NP-XL,XL,1,931.25,913
2932,2021-08-25,Aug-21,BINCY SKARIA,SET266,SET266-KR-NP-XXL,XXL,1,931.25,913
2933,2021-08-25,Aug-21,BINCY SKARIA,SET267,SET267-KR-NP-L,L,1,931.25,913
2934,2021-08-25,Aug-21,BINCY SKARIA,SET267,SET267-KR-NP-M,M,1,931.25,913
2935,2021-08-25,Aug-21,BINCY SKARIA,SET267,SET267-KR-NP-XL,XL,1,931.25,913
2936,2021-08-25,Aug-21,BINCY SKARIA,SET267,SET267-KR-NP-XXL,XXL,1,931.25,913
2937,2021-08-25,Aug-21,BINCY SKARIA,SET273,SET273-KR-NP-S,S,1,681.25,668
2938,2021-08-25,Aug-21,BINCY SKARIA,SET273,SET273-KR-NP-XS,XS,1,681.25,668
2939,2021-08-25,Aug-21,BINCY SKARIA,SET287,SET287-KR-NP-L,L,1,681.25,668
2940,2021-08-25,Aug-21,BINCY SKARIA,SET287,SET287-KR-NP-M,M,1,681.25,668
2941,2021-08-25,Aug-21,BINCY SKARIA,SET287,SET287-KR-NP-S,S,1,681.25,668
2942,2021-08-25,Aug-21,BINCY SKARIA,SET287,SET287-KR-NP-XL,XL,1,681.25,668
2943,2021-08-25,Aug-21,BINCY SKARIA,SET287,SET287-KR-NP-XS,XS,1,681.25,668
2944,2021-08-25,Aug-21,YASHWINI REDDY,JNE3672,JNE3672-TU-XXXL,XXXL,1,513,513
2945,2021-08-25,Aug-21,YASHWINI REDDY,JNE3665,JNE3665-TP-XXL,XXL,1,388,388
2946,2021-08-25,Aug-21,YASHWINI REDDY,SET275,SET275-KR-NP-XXXL,XXXL,1,1056,1056
2947,2021-08-25,Aug-21,YASHWINI REDDY,J0210,J0210-DR-XXL,XXL,1,938,938
2948,2021-08-25,Aug-21,YASHWINI REDDY,JNE3710,JNE3710-DR-XXXL,XXXL,1,619,619
2949,2021-08-25,Aug-21,YASHWINI REDDY,J0122,J0122-TP-XXXL,XXXL,1,429,429
2950,2021-08-25,Aug-21,YASHWINI REDDY,J0297,J0297-TP-XXXL,XXXL,1,429,429
2951,2021-08-25,Aug-21,YASHWINI REDDY,J0190,J0190-TP-XXXL,XXXL,1,469,469
2952,2021-08-25,Aug-21,YASHWINI REDDY,JNE3288,JNE3288-KR-M,M,1,681,681
2953,2021-08-25,Aug-21,YASHWINI REDDY,JNE3668,JNE3668-TP-M,M,1,431,431
2954,2021-08-25,Aug-21,YASHWINI REDDY,JNE3652,JNE3652-TP-M,M,1,368,368
2955,2021-08-25,Aug-21,YASHWINI REDDY,J0170,J0170-TP-M,M,1,409,409
2956,2021-08-25,Aug-21,YASHWINI REDDY,J0123,J0123-TP-M,M,1,259,259
2957,2021-08-25,Aug-21,YASHWINI REDDY,JNE3678,JNE3678-TU-XXL,XXL,1,431,431
2958,2021-08-25,Aug-21,YASHWINI REDDY,J0118,J0118-TP-XXL,XXL,1,390,390
2959,2021-08-25,Aug-21,YASHWINI REDDY,J0310,J0310-TP-XXL,XXL,1,429,429
2960,2021-08-25,Aug-21,YASHWINI REDDY,JNE3688,JNE3688-TU-XXL,XXL,1,450,450
2961,2021-08-25,Aug-21,YASHWINI REDDY,BTM046,BTM046-PP-XXL,XXL,1,428,428
2962,2021-08-25,Aug-21,YASHWINI REDDY,SET053,SET053-KR-NP-XXL,XXL,1,969,969
2963,2021-08-25,Aug-21,YASHWINI REDDY,SET014,SET014-KR-PP-XXL,XXL,1,1306,1306
2964,2021-08-25,Aug-21,YASHWINI REDDY,SET220,SET220-KR-PP-XXL,XXL,1,1344,1344
2965,2021-08-25,Aug-21,YASHWINI REDDY,SET242,SET242-KR-PP-XXL,XXL,1,763,763
2966,2021-08-25,Aug-21,YASHWINI REDDY,J0127,J0127-SKD-XXL,XXL,1,1344,1344
2967,2021-08-25,Aug-21,YASHWINI REDDY,SET230,SET230-KR-PP-XXL,XXL,1,850,850
2968,2021-08-25,Aug-21,YASHWINI REDDY,J0182,J0182-SET-M,M,1,1133,1133
2969,2021-08-25,Aug-21,YASHWINI REDDY,J0164,J0164-DR-M,M,1,556,556
2970,2021-08-25,Aug-21,YASHWINI REDDY,MEN5030,MEN5030-KR-XXXL,XXXL,1,561,561
2971,2021-08-25,Aug-21,YASHWINI REDDY,MEN5014,MEN5014-KR-XXXL,XXXL,1,561,561
2972,2021-08-25,Aug-21,YASHWINI REDDY,MEN5001,MEN5001-KR-XXXL,XXXL,1,536,536
2973,2021-08-25,Aug-21,YASHWINI REDDY,MEN5015,MEN5015-KR-XXXL,XXXL,1,524,524
2974,2021-08-25,Aug-21,YASHWINI REDDY,J0346,J0346-SET-L,L,1,769,769
2975,2021-08-25,Aug-21,YASHWINI REDDY,JNE3648,JNE3648-TP-L,L,1,431,431
2976,2021-08-25,Aug-21,YASHWINI REDDY,JNE3642,JNE3642-TP-XL,XL,1,388,388
2977,2021-08-25,Aug-21,YASHWINI REDDY,JNE3728,JNE3728-KR-L,L,1,513,513
2978,2021-08-25,Aug-21,YASHWINI REDDY,J0350,J0350-SET-L,L,1,744,744
2979,2021-08-25,Aug-21,YASHWINI REDDY,JNE3547,JNE3547-KR-L,L,1,450,450
2980,2021-08-25,Aug-21,YASHWINI REDDY,JNE3759,JNE3759-KR-L,L,1,513,513
2981,2021-08-25,Aug-21,YASHWINI REDDY,JNE3665,JNE3665-TP-L,L,1,388,388
2982,2021-08-25,Aug-21,YASHWINI REDDY,JNE3570,JNE3570-KR-L,L,1,367,367
2983,2021-08-25,Aug-21,YASHWINI REDDY,JNE3560,JNE3560-KR-L,L,1,450,450
2984,2021-08-25,Aug-21,YASHWINI REDDY,J0188,J0188-KR-L,L,1,585,585
2985,2021-08-25,Aug-21,YASHWINI REDDY,SET270,SET270-KR-PP-L,L,1,894,894
2986,2021-08-25,Aug-21,YASHWINI REDDY,SET272,SET272-KR-PP-XL,XL,1,894,894
2987,2021-08-26,Aug-21,KOGILA SELLAPPAN,J0188,J0188-KR-XXL,XXL,1,585,585
2988,2021-08-26,Aug-21,KOGILA SELLAPPAN,J0188,J0188-KR-XS,XS,1,585,585
2989,2021-08-26,Aug-21,KOGILA SELLAPPAN,J0188,J0188-KR-L,L,3,585,1755
2990,2021-08-26,Aug-21,KOGILA SELLAPPAN,J0188,J0188-KR-XXL,XXL,1,585,585
2991,2021-08-26,Aug-21,KOGILA SELLAPPAN,JNE3665,JNE3665-TP-M,M,1,388,388
2992,2021-08-26,Aug-21,KOGILA SELLAPPAN,JNE3665,JNE3665-TP-L,L,1,388,388
2993,2021-08-26,Aug-21,KOGILA SELLAPPAN,J0350,J0350-SET-XS,XS,1,744,744
2994,2021-08-26,Aug-21,KOGILA SELLAPPAN,SET252,SET252-KR-PP-S.,S,1,825,825
2995,2021-08-26,Aug-21,KOGILA SELLAPPAN,SET252,SET252-KR-PP-L,L,1,825,825
2996,2021-08-26,Aug-21,KOGILA SELLAPPAN,JNE3405,JNE3405-KR-M,M,1,431,431
2997,2021-08-26,Aug-21,KOGILA SELLAPPAN,BTM002,BTM002-M,M,2,315,630
2998,2021-08-26,Aug-21,KOGILA SELLAPPAN,J0147,J0147-SET-XS,XS,1,903,903
2999,2021-08-26,Aug-21,KOGILA SELLAPPAN,J0147,J0147-SET-S,S,1,903,903
3000,2021-08-26,Aug-21,KOGILA SELLAPPAN,JNE3645,JNE3645-TP-XXL,XXL,1,350,350
3001,2021-08-26,Aug-21,KOGILA SELLAPPAN,SET110,SET110-KR-PP-S,S,1,931,931
3002,2021-08-26,Aug-21,KOGILA SELLAPPAN,SET252,SET252-KR-PP-S.,S,1,825,825
3003,2021-09-03,Sep-21,BANUJA RASAKODY,JNE3686,JNE3686-TU-S,S,1,450,450
3004,2021-09-03,Sep-21,BANUJA RASAKODY,SET014,SET014-KR-PP-M,M,1,1306,1306
3005,2021-09-03,Sep-21,BANUJA RASAKODY,SET249,SET249-KR-NP-M,M,1,944,944
3006,2021-09-03,Sep-21,BANUJA RASAKODY,SET253,SET253-KR-NP-M,M,1,944,944
3007,2021-09-03,Sep-21,BANUJA RASAKODY,JNE3581,JNE3581-KR-M,M,1,619,619
3008,2021-09-03,Sep-21,BANUJA RASAKODY,SET272,SET272-KR-PP-S,S,1,894,894
3009,2021-09-03,Sep-21,BANUJA RASAKODY,SET261,SET261-KR-PP-M,M,1,556,556
3010,2021-09-03,Sep-21,BANUJA RASAKODY,J0284,J0284-SKD-M,M,1,1758,1758
3011,2021-09-03,Sep-21,BANUJA RASAKODY,J0127,J0127-SKD-M,M,1,1344,1344
3012,2021-09-03,Sep-21,BANUJA RASAKODY,SET200,SET200-KR-NP-S,S,1,894,894
3013,2021-09-03,Sep-21,BANUJA RASAKODY,JNE3557,JNE3557-KR-M,M,1,450,450
3014,2021-09-03,Sep-21,BANUJA RASAKODY,JNE3621,JNE3621-KR-S,S,1,613,613
3015,2021-09-03,Sep-21,BANUJA RASAKODY,SET144,SET144-KR-NP-M,M,1,931,931
3016,2021-09-03,Sep-21,BANUJA RASAKODY,SET236,SET236-KR-PP-M,M,1,850,850
3017,2021-09-03,Sep-21,BANUJA RASAKODY,JNE3405,JNE3405-KR-L,L,1,431,431
3018,2021-09-03,Sep-21,BANUJA RASAKODY,JNE3421,JNE3421-KR-L,L,1,368,368
3019,2021-09-03,Sep-21,BANUJA RASAKODY,JNE3622,JNE3622-KR-L,L,1,428,428
3020,2021-09-03,Sep-21,BANUJA RASAKODY,JNE2170,JNE2170-KR-436-L,L,1,656,656
3021,2021-09-03,Sep-21,BANUJA RASAKODY,JNE3030,JNE3030-KR-L,L,1,730,730
3022,2021-09-03,Sep-21,BANUJA RASAKODY,SET240,SET240-KR-PP-M,M,1,769,769
3023,2021-09-03,Sep-21,REVATHY LOGANATHAN,J0240,J0240-SKD-XS,XS,1,1758,1758
3024,2021-09-03,Sep-21,REVATHY LOGANATHAN,MEN5019,MEN5019-KR-S,S,1,561,561
3025,2021-09-03,Sep-21,REVATHY LOGANATHAN,J0241,J0241-SKD-XS,XS,1,1406,1406
3026,2021-09-03,Sep-21,REVATHY LOGANATHAN,SET243,SET243-KR-PP-M,M,1,730,730
3027,2021-09-03,Sep-21,REVATHY LOGANATHAN,SET243,SET243-KR-PP-L,L,1,730,730
3028,2021-09-03,Sep-21,REVATHY LOGANATHAN,J0246,J0246-SKD-M,M,1,1328,1328
3029,2021-09-03,Sep-21,REVATHY LOGANATHAN,J0243,J0243-DR-XS,XS,1,1094,1094
3030,2021-09-03,Sep-21,REVATHY LOGANATHAN,JNE3634,JNE3634-KR-L,L,1,650,650
3031,2021-09-03,Sep-21,REVATHY LOGANATHAN,SET240,SET240-KR-PP-S,S,1,769,769
3032,2021-09-03,Sep-21,REVATHY LOGANATHAN,SET240,SET240-KR-PP-M,M,1,769,769
3033,2021-09-03,Sep-21,REVATHY LOGANATHAN,SET238,SET238-KR-PP-S,S,1,706,706
3034,2021-09-03,Sep-21,REVATHY LOGANATHAN,SET238,SET238-KR-PP-XL,XL,1,706,706
3035,2021-09-03,Sep-21,REVATHY LOGANATHAN,JNE3634,JNE3634-KR-L,L,1,650,650
3036,2021-09-03,Sep-21,REVATHY LOGANATHAN,JNE3634,JNE3634-KR-S,S,1,650,650
3037,2021-09-03,Sep-21,PUVANES GANNASIN,J0178,J0178-TP-XS,XS,2,350,700
3038,2021-09-03,Sep-21,PUVANES GANNASIN,J0178,J0178-TP-S,S,2,350,700
3039,2021-09-03,Sep-21,PUVANES GANNASIN,JNE3663,JNE3663-TP-XS,XS,2,431,862
3040,2021-09-03,Sep-21,PUVANES GANNASIN,JNE3663,JNE3663-TP-S,S,2,431,862
3041,2021-09-03,Sep-21,PUVANES GANNASIN,JNE3667,JNE3667-TP-XS,XS,2,431,862
3042,2021-09-03,Sep-21,PUVANES GANNASIN,JNE3667,JNE3667-TP-S,S,2,431,862
3043,2021-09-03,Sep-21,PUVANES GANNASIN,JNE3667,JNE3667-TP-M.,M,2,431,862
3044,2021-09-03,Sep-21,PUVANES GANNASIN,JNE3667,JNE3667-TP-L,L,2,431,862
3045,2021-09-03,Sep-21,PUVANES GANNASIN,JNE3644,JNE3644-TP-XS,XS,2,388,776
3046,2021-09-03,Sep-21,PUVANES GANNASIN,JNE3644,JNE3644-TP-S,S,2,388,776
3047,2021-09-03,Sep-21,PUVANES GANNASIN,SET240,SET240-KR-PP-XS,XS,1,769,769
3048,2021-09-03,Sep-21,PUVANES GANNASIN,JNE2171,JNE2171-KR-437-S,S,1,619,619
3049,2021-09-03,Sep-21,PUVANES GANNASIN,BTM005,BTM005-XS,XS,1,315,315
3050,2021-09-03,Sep-21,PUVANES GANNASIN,J0096,J0096-KR-M,M,1,619,619
3051,2021-09-03,Sep-21,PUVANES GANNASIN,MEN5016,MEN5016-KR-M,M,1,536,536
3052,2021-09-03,Sep-21,PUVANES GANNASIN,MEN5029,MEN5029-KR-S,S,1,499,499
3053,2021-09-03,Sep-21,PUVANES GANNASIN,MEN5025,MEN5025-KR-L,L,1,649,649
3054,2021-09-03,Sep-21,PUVANES GANNASIN,MEN5013,MEN5013-KR-S,S,1,561,561
3055,2021-09-06,Sep-21,VAHLAARMATHY,JNE3664,JNE3664-TP-S,S,1,531,531
3056,2021-09-06,Sep-21,VAHLAARMATHY,MEN5007,MEN5007-KR-L,L,1,499,499
3057,2021-09-06,Sep-21,VAHLAARMATHY,MEN5008,MEN5008-KR-L,L,1,524,524
3058,2021-09-06,Sep-21,VAHLAARMATHY,MEN5013,MEN5013-KR-XL,XL,1,561,561
3059,2021-09-06,Sep-21,VAHLAARMATHY,MEN5013,MEN5013-KR-XXL,XXL,1,561,561
3060,2021-09-06,Sep-21,VAHLAARMATHY,MEN5015,MEN5015-KR-L,L,1,524,524
3061,2021-09-06,Sep-21,VAHLAARMATHY,MEN5016,MEN5016-KR-L,L,1,536,536
3062,2021-09-06,Sep-21,VAHLAARMATHY,MEN5031,MEN5031-KR-L,L,1,599,599
3063,2021-09-06,Sep-21,VAHLAARMATHY,SET276,SET276-KR-PP-S,S,1,1344,1344
3064,2021-09-06,Sep-21,VAHLAARMATHY,SET282,SET282-KR-PP-XL,XL,1,1244,1244
3065,2021-09-07,Sep-21,KOGILA SELLAPPAN,SET252,SET252-KR-PP-M.,M,3,825,2475
3066,2021-09-07,Sep-21,KOGILA SELLAPPAN,SET252,SET252-KR-PP-L,L,4,825,3300
3067,2021-09-07,Sep-21,KOGILA SELLAPPAN,SET252,SET252-KR-PP-XL.,XL,1,825,825
